"id"	"tech_code"	"tech_name"	"tech_format"	"tech_price"	"tech_type"	"price_type"	"deptment_id"
"2608"	"CGZPS（S CQ≥1.5T，＜3.0T）"	"磁共振平扫（手 场强≥1.5T，＜3.0T）"	"江北"	"24.42"	"检查"	"MRI检查费"	
"2609"	"CGZPS（ZZG CQ≥1.5T，＜3.0T）"	"磁共振平扫（胫腓骨 场强≥1.5T，＜3.0T）"	"江北"	"30.72"	"检查"	"MRI检查费"	
"2610"	"CGZPS（SX CQ≥1.5T，＜3.0T）"	"磁共振平扫（腮腺 场强≥1.5T，＜3.0T）"	"江北"	"43.78"	"检查"	"MRI检查费"	
"2611"	"CGZPS（ZZGJ CQ3.0TJYS）"	"磁共振平扫（颞颌关节 场强3.0T及以上）"	"江北"	"20.88"	"检查"	"MRI检查费"	
"2612"	"CGZZQSM（WGJ CQ≥1.5T，＜3.0T）"	"磁共振增强扫描（腕关节 场强≥1.5T，＜3.0T）"	"江北"	"21.07"	"检查"	"MRI检查费"	
"2613"	"CGZNGNCX"	"磁共振脑功能成像"	"江北"	"7.97"	"检查"	"MRI检查费"	
"2614"	"CGZGNCX:CGZXZGNJC"	"磁共振功能成像:磁共振心脏功能检查"	"江北"	"59.41"	"检查"	"MRI检查费"	
"2615"	"CGZGNCX:CGZSCX（MRCP、MRM、MRU）"	"磁共振功能成像:磁共振水成像（MRCP、MRM、MRU）"	"江北"	"43.43"	"检查"	"MRI检查费"	
"2616"	"CGZGNCX:CGZBPFX（MRS）"	"磁共振功能成像:磁共振波谱分析（MRS）"	"江北"	"29.89"	"检查"	"MRI检查费"	
"2617"	"CGZGNCX:CGZBPCX（MRSI）"	"磁共振功能成像:磁共振波谱成像（MRSI）"	"江北"	"22.78"	"检查"	"MRI检查费"	
"2618"	"CGZSYXDHHXMKSBJS"	"磁共振使用心电或呼吸门控设备加收"	"江北"	"19.02"	"检查"	"MRI检查费"	
"2619"	"CGZPS（ZFB CQ≥1.5T，＜3.0T）"	"磁共振平扫（中腹部 场强≥1.5T，＜3.0T）"	"江北"	"9.38"	"检查"	"MRI检查费"	
"2620"	"CGZZQSM（Z CQ≥1.5T，＜3.0T）"	"磁共振增强扫描（足 场强≥1.5T，＜3.0T）"	"江北"	"19.75"	"检查"	"MRI检查费"	
"2621"	"CGZZQSM（SX CQ≥1.5T，＜3.0T）"	"磁共振增强扫描（腮腺 场强≥1.5T，＜3.0T）"	"江北"	"61.31"	"检查"	"MRI检查费"	
"2622"	"CGZZQSM（LN CQ3.0TJYS）"	"磁共振增强扫描（颅脑 场强3.0T及以上）"	"江北"	"4.07"	"检查"	"MRI检查费"	
"2623"	"CGZZQSM（YK CQ3.0TJYS）"	"磁共振增强扫描（眼眶 场强3.0T及以上）"	"江北"	"56.18"	"检查"	"MRI检查费"	
"2624"	"CGZZQSM（CT CQ3.0TJYS）"	"磁共振增强扫描（垂体 场强3.0T及以上）"	"江北"	"1.26"	"检查"	"MRI检查费"	
"2625"	"CGZZQSM（NE CQ3.0TJYS）"	"磁共振增强扫描（内耳 场强3.0T及以上）"	"江北"	"3.39"	"检查"	"MRI检查费"	
"2626"	"CGZZQSM（BY CQ3.0TJYS）"	"磁共振增强扫描（鼻咽 场强3.0T及以上）"	"江北"	"13.8"	"检查"	"MRI检查费"	
"2627"	"CGZZQSM（HB CQ3.0TJYS）"	"磁共振增强扫描（喉部 场强3.0T及以上）"	"江北"	"1.92"	"检查"	"MRI检查费"	
"2628"	"CGZZQSM（JB CQ3.0TJYS）"	"磁共振增强扫描（颈部 场强3.0T及以上）"	"江北"	"52.99"	"检查"	"MRI检查费"	
"2629"	"CGZZQSM（RX CQ3.0TJYS）"	"磁共振增强扫描（乳腺 场强3.0T及以上）"	"江北"	"4.49"	"检查"	"MRI检查费"	
"2630"	"CGZZQSM（SFB CQ3.0TJYS）"	"磁共振增强扫描（上腹部 场强3.0T及以上）"	"江北"	"5.44"	"检查"	"MRI检查费"	
"2631"	"CGZPS（LN CQ≥1.5T，＜3.0T）"	"磁共振平扫（颅脑 场强≥1.5T，＜3.0T）"	"江北"	"27.64"	"检查"	"MRI检查费"	
"2632"	"CGZPS（YK CQ≥1.5T，＜3.0T）"	"磁共振平扫（眼眶 场强≥1.5T，＜3.0T）"	"江北"	"7.2"	"检查"	"MRI检查费"	
"2633"	"CGZPS（FBZ CQ≥1.5T，＜3.0T）"	"磁共振平扫（副鼻窦 场强≥1.5T，＜3.0T）"	"江北"	"24.96"	"检查"	"MRI检查费"	
"2634"	"CGZPS（NE CQ≥1.5T，＜3.0T）"	"磁共振平扫（内耳 场强≥1.5T，＜3.0T）"	"江北"	"4.88"	"检查"	"MRI检查费"	
"2635"	"CGZPS（BY CQ≥1.5T，＜3.0T）"	"磁共振平扫（鼻咽 场强≥1.5T，＜3.0T）"	"江北"	"21.21"	"检查"	"MRI检查费"	
"2636"	"CGZZQSM（ZZG CQ≥1.5T，＜3.0T）"	"磁共振增强扫描（胫腓骨 场强≥1.5T，＜3.0T）"	"江北"	"43.94"	"检查"	"MRI检查费"	
"2637"	"CGZZQSM（HGJ CQ≥1.5T，＜3.0T）"	"磁共振增强扫描（H关节 场强≥1.5T，＜3.0T）"	"江北"	"15.49"	"检查"	"MRI检查费"	
"2638"	"CGZZQSM（XB CQ3.0TJYS）"	"磁共振增强扫描（胸部 场强3.0T及以上）"	"江北"	"66.68"	"检查"	"MRI检查费"	
"2639"	"CGZZQSM（SKGJ CQ≥1.5T，＜3.0T）"	"磁共振增强扫描（双K关节 场强≥1.5T，＜3.0T）"	"江北"	"56.39"	"检查"	"MRI检查费"	
"2640"	"CGZZQSM（GG CQ≥1.5T，＜3.0T）"	"磁共振增强扫描（股骨 场强≥1.5T，＜3.0T）"	"江北"	"3.13"	"检查"	"MRI检查费"	
"2641"	"CGZPS（XZ CQ3.0TJYS）"	"磁共振平扫（心脏 场强3.0T及以上）"	"江北"	"10.09"	"检查"	"MRI检查费"	
"2642"	"CGZPS（PQ CQ3.0TJYS）"	"磁共振平扫（盆腔 场强3.0T及以上）"	"江北"	"48.61"	"检查"	"MRI检查费"	
"2643"	"CGZPS（ZGJ CQ3.0TJYS）"	"磁共振平扫（肘关节 场强3.0T及以上）"	"江北"	"24.48"	"检查"	"MRI检查费"	
"2644"	"CGZPS（KQ/XZG CQ≥1.5T，＜3.0T）"	"磁共振平扫（口腔/下颌骨 场强≥1.5T，＜3.0T）"	"江北"	"3.17"	"检查"	"MRI检查费"	
"2645"	"CGZPS（HB CQ≥1.5T，＜3.0T）"	"磁共振平扫（喉部 场强≥1.5T，＜3.0T）"	"江北"	"2.16"	"检查"	"MRI检查费"	
"2646"	"CGZPS（JZ CQ≥1.5T，＜3.0T）"	"磁共振平扫（颈椎 场强≥1.5T，＜3.0T）"	"江北"	"26.94"	"检查"	"MRI检查费"	
"2647"	"CGZPS（JB CQ≥1.5T，＜3.0T）"	"磁共振平扫（颈部 场强≥1.5T，＜3.0T）"	"江北"	"11.8"	"检查"	"MRI检查费"	
"2648"	"CGZPS（JZ CQ3.0TJYS）"	"磁共振平扫（颈椎 场强3.0T及以上）"	""	"72.08"	"检查"	"MRI检查费"	
"2652"	"CGZPS（XZ CQ≥1.5T，＜3.0T）"	"磁共振平扫（胸椎 场强≥1.5T，＜3.0T）"	"江北"	"55.18"	"检查"	"MRI检查费"	
"2653"	"CGZPS（YZ CQ≥1.5T，＜3.0T）"	"磁共振平扫（腰椎 场强≥1.5T，＜3.0T）"	"江北"	"21.62"	"检查"	"MRI检查费"	
"2654"	"CGZPS（ZGJ CQ≥1.5T，＜3.0T）"	"磁共振平扫（肘关节 场强≥1.5T，＜3.0T）"	"江北"	"71.44"	"检查"	"MRI检查费"	
"2655"	"CGZPS（CZG CQ≥1.5T，＜3.0T）"	"磁共振平扫（尺桡骨 场强≥1.5T，＜3.0T）"	"江北"	"1.87"	"检查"	"MRI检查费"	
"2656"	"CGZZQSM（XGJ CQ≥1.5T，＜3.0T）"	"磁共振增强扫描（膝关节 场强≥1.5T，＜3.0T）"	"江北"	"10.13"	"检查"	"MRI检查费"	
"2657"	"CGZZQSM（QLX CQ≥1.5T，＜3.0T）"	"磁共振增强扫描（前列腺 场强≥1.5T，＜3.0T）"	"江北"	"21.64"	"检查"	"MRI检查费"	
"2658"	"CGZPS（SKGJ CQ3.0TJYS）"	"磁共振平扫（双K关节 场强3.0T及以上）"	"江北"	"18.38"	"检查"	"MRI检查费"	
"2659"	"CGZPS（CT CQ3.0TJYS）"	"磁共振平扫（垂体 场强3.0T及以上）"	"江北"	"9.7"	"检查"	"MRI检查费"	
"2660"	"CGZPS（NE CQ3.0TJYS）"	"磁共振平扫（内耳 场强3.0T及以上）"	"江北"	"33.93"	"检查"	"MRI检查费"	
"2661"	"CGZPS（KQ/XZG CQ3.0TJYS）"	"磁共振平扫（口腔/下颌骨 场强3.0T及以上）"	"江北"	"1.96"	"检查"	"MRI检查费"	
"2662"	"CGZPS（HB CQ3.0TJYS）"	"磁共振平扫（喉部 场强3.0T及以上）"	"江北"	"11.89"	"检查"	"MRI检查费"	
"2663"	"CGZPS（JB CQ3.0TJYS）"	"磁共振平扫（颈部 场强3.0T及以上）"	"江北"	"29.94"	"检查"	"MRI检查费"	
"2664"	"CGZPS（XB CQ3.0TJYS）"	"磁共振平扫（胸部 场强3.0T及以上）"	"江北"	"11.98"	"检查"	"MRI检查费"	
"2665"	"CGZPS（RX CQ3.0TJYS）"	"磁共振平扫（乳腺 场强3.0T及以上）"	"江北"	"7.51"	"检查"	"MRI检查费"	
"2666"	"CGZGNCX:CGZXGCX（MRA）"	"磁共振功能成像:磁共振X管成像（MRA）"	"江北"	"43.17"	"检查"	"MRI检查费"	
"2667"	"LCCZDCGZYD"	"临床操作的磁共振引导"	"江北"	"46.52"	"检查"	"MRI检查费"	
"2668"	"CGZZQSM（XB CQ≥1.5T，＜3.0T）"	"磁共振增强扫描（胸部 场强≥1.5T，＜3.0T）"	"江北"	"74.7"	"检查"	"MRI检查费"	
"2669"	"CGZZQSM（ZFB CQ≥1.5T，＜3.0T）"	"磁共振增强扫描（中腹部 场强≥1.5T，＜3.0T）"	"江北"	"26.73"	"检查"	"MRI检查费"	
"2670"	"CGZZQSM（YZ CQ≥1.5T，＜3.0T）"	"磁共振增强扫描（腰椎 场强≥1.5T，＜3.0T）"	"江北"	"5.67"	"检查"	"MRI检查费"	
"2671"	"CGZZQSM（JB CQ≥1.5T，＜3.0T）"	"磁共振增强扫描（颈部 场强≥1.5T，＜3.0T）"	"江北"	"64.36"	"检查"	"MRI检查费"	
"2672"	"CGZZQSM（XZ CQ≥1.5T，＜3.0T）"	"磁共振增强扫描（心脏 场强≥1.5T，＜3.0T）"	"江北"	"32.39"	"检查"	"MRI检查费"	
"2673"	"CGZZQSM（RX CQ≥1.5T，＜3.0T）"	"磁共振增强扫描（乳腺 场强≥1.5T，＜3.0T）"	"江北"	"4.93"	"检查"	"MRI检查费"	
"2674"	"CGZZQSM（SFB CQ≥1.5T，＜3.0T）"	"磁共振增强扫描（上腹部 场强≥1.5T，＜3.0T）"	"江北"	"2.62"	"检查"	"MRI检查费"	
"2675"	"CGZZQSM（PQ CQ≥1.5T，＜3.0T）"	"磁共振增强扫描（盆腔 场强≥1.5T，＜3.0T）"	"江北"	"51.11"	"检查"	"MRI检查费"	
"2676"	"CGZZQSM（JZ CQ≥1.5T，＜3.0T）"	"磁共振增强扫描（颈椎 场强≥1.5T，＜3.0T）"	"江北"	"16.97"	"检查"	"MRI检查费"	
"2677"	"CGZZQSM（XZ CQ≥1.5T，＜3.0T）"	"磁共振增强扫描（胸椎 场强≥1.5T，＜3.0T）"	"江北"	"1.68"	"检查"	"MRI检查费"	
"2678"	"CGZZQSM（JGJ CQ≥1.5T，＜3.0T）"	"磁共振增强扫描（肩关节 场强≥1.5T，＜3.0T）"	"江北"	"6.81"	"检查"	"MRI检查费"	
"2679"	"CGZZQSM（ZG CQ≥1.5T，＜3.0T）"	"磁共振增强扫描（肱骨 场强≥1.5T，＜3.0T）"	"江北"	"24.2"	"检查"	"MRI检查费"	
"2680"	"CGZZQSM（ZGJ CQ≥1.5T，＜3.0T）"	"磁共振增强扫描（肘关节 场强≥1.5T，＜3.0T）"	"江北"	"68.01"	"检查"	"MRI检查费"	
"2681"	"CGZZQSM（S CQ≥1.5T，＜3.0T）"	"磁共振增强扫描（手 场强≥1.5T，＜3.0T）"	"江北"	"65.41"	"检查"	"MRI检查费"	
"2682"	"CGZPS（SFB CQ3.0TJYS）"	"磁共振平扫（上腹部 场强3.0T及以上）"	"江北"	"22.22"	"检查"	"MRI检查费"	
"2683"	"CGZPS（ZFB CQ3.0TJYS）"	"磁共振平扫（中腹部 场强3.0T及以上）"	"江北"	"16.48"	"检查"	"MRI检查费"	
"2822"	"FXGJRLCCZSZJY(DSA)YD"	"非X管介入临床操作数字减影(DSA)引导"	""	"18.52"	"处置"	"DSA治疗费"	
"2823"	"FBZZYSCJS"	"副鼻窦造影双侧加收"	"江北"	"12.82"	"检查"	"放射检查费"	
"2824"	"ZXZGJZY"	"颞下颌关节造影"	"江北"	"19.66"	"检查"	"放射检查费"	
"2825"	"XCCGZY"	"小肠插管造影"	"江北"	"14.37"	"检查"	"放射检查费"	
"2826"	"KFFXCZY"	"口服法小肠造影"	"江北"	"13.46"	"检查"	"放射检查费"	
"2827"	"SZHSY(DR)"	"数字化摄影(DR)"	"江北"	"22.84"	"检查"	"放射检查费"	
"2828"	"YWYXXHZ"	"院外影像X会诊"	"江北"	"3.33"	"检查"	"放射检查费"	
"2829"	"XXPHZ"	"X线片会诊"	"江北"	"2.47"	"检查"	"放射检查费"	
"2830"	"WCPKSY"	"胃肠排空试验"	"江北"	"56.72"	"检查"	"放射检查费"	
"2831"	"TYXZY"	"唾液腺造影"	"江北"	"6.66"	"检查"	"放射检查费"	
"2832"	"TYXZYSCJS"	"唾液腺造影双侧加收"	"江北"	"15.29"	"检查"	"放射检查费"	
"2833"	"XYZY"	"下咽造影"	"江北"	"93.78"	"检查"	"放射检查费"	
"2834"	"SGZY"	"食管造影"	"江北"	"53.05"	"检查"	"放射检查费"	
"2835"	"SXHDZY"	"上消化道造影"	"江北"	"44.61"	"检查"	"放射检查费"	
"2836"	"RXZBSP 8×10吋SCJS"	"乳腺钼靶摄片 8×10吋双侧加收"	"江北"	"2.57"	"检查"	"放射检查费"	
"2837"	"SZHSY(DR)  JS"	"数字化摄影(DR)  加收"	"江北"	"26.3"	"检查"	"放射检查费"	
"2838"	"SZHXXJZYJS"	"数字化X线机造影加收"	"江北"	"27.73"	"检查"	"放射检查费"	
"2839"	"QNZY"	"气脑造影"	"江北"	"12.12"	"检查"	"放射检查费"	
"2840"	"NSDSZY"	"脑室碘水造影"	"江北"	"12.01"	"检查"	"放射检查费"	
"2841"	"JS(ZG)ZY"	"脊髓(椎管)造影"	"江北"	"48.23"	"检查"	"放射检查费"	
"2842"	"ZJPZY"	"椎间盘造影"	"江北"	"0.92"	"检查"	"放射检查费"	
"2843"	"LDZY"	"泪道造影"	"江北"	"12.62"	"检查"	"放射检查费"	
"2844"	"LDZYSCJS"	"泪道造影双侧加收"	"江北"	"16.71"	"检查"	"放射检查费"	
"2845"	"FBZZY"	"副鼻窦造影"	"江北"	"6.41"	"检查"	"放射检查费"	
"2846"	"PTTS(SZ)"	"普通透视(四肢)"	"江北"	"0.6"	"检查"	"放射检查费"	
"2847"	"CPTSYSZTS"	"床旁透视与术中透视"	"江北"	"56.02"	"检查"	"放射检查费"	
"2848"	"CPTSYSZTS(DW)"	"床旁透视与术中透视(定位)"	"江北"	"18.08"	"检查"	"放射检查费"	
"2849"	"CXBSZTS"	"C型臂术中透视"	"江北"	"24.46"	"检查"	"放射检查费"	
"2850"	"CXBSZTSXDW"	"C型臂术中透视下定位"	"江北"	"0.28"	"检查"	"放射检查费"	
"2851"	"XXSYJLXQJS"	"X线摄影加滤线器加收"	"江北"	"11.66"	"检查"	"放射检查费"	
"2852"	"XXTCSYJS"	"X线体层摄影加收"	"江北"	"0.13"	"检查"	"放射检查费"	
"2853"	"XXCPSPJS"	"X线床旁摄片加收"	"江北"	"73.23"	"检查"	"放射检查费"	
"2854"	"5×7吋"	"5×7吋"	"江北"	"13.62"	"检查"	"放射检查费"	
"2855"	"5×7吋GLPJS"	"5×7吋感绿片加收"	"江北"	"17.53"	"检查"	"放射检查费"	
"2856"	"8×10吋"	"8×10吋"	"江北"	"22.36"	"检查"	"放射检查费"	
"2857"	"8×10吋SYGLPJS"	"8×10吋使用感绿片加收"	"江北"	"48.23"	"检查"	"放射检查费"	
"2858"	"10×12吋"	"10×12吋"	"江北"	"92.94"	"检查"	"放射检查费"	
"2859"	"ZXZGJZYSCJS"	"颞下颌关节造影双侧加收"	"江北"	"25.07"	"检查"	"放射检查费"	
"2860"	"ZQGZY"	"支气管造影"	"江北"	"19.66"	"检查"	"放射检查费"	
"2861"	"7×17吋"	"7×17吋"	"江北"	"35.22"	"检查"	"放射检查费"	
"2862"	"10×12吋GLPJS"	"10×12吋感绿片加收"	"江北"	"25.41"	"检查"	"放射检查费"	
"2863"	"11×14吋"	"11×14吋"	"江北"	"0.75"	"检查"	"放射检查费"	
"2864"	"11×14吋GLPJS"	"11×14吋感绿片加收"	"江北"	"2.11"	"检查"	"放射检查费"	
"2865"	"12×15吋"	"12×15吋"	"江北"	"4.25"	"检查"	"放射检查费"	
"2866"	"12×15吋GLPJS"	"12×15吋感绿片加收"	"江北"	"7.7"	"检查"	"放射检查费"	
"2867"	"14×14吋"	"14×14吋"	"江北"	"0.41"	"检查"	"放射检查费"	
"2868"	"14×14吋GLPJS"	"14×14吋感绿片加收"	"江北"	"44.63"	"检查"	"放射检查费"	
"2869"	"14×17吋"	"14×17吋"	"江北"	"43.15"	"检查"	"放射检查费"	
"2870"	"14×17吋GLPJS"	"14×17吋感绿片加收"	"江北"	"12.77"	"检查"	"放射检查费"	
"2871"	"YP"	"牙片"	"江北"	"10.7"	"检查"	"放射检查费"	
"2872"	"YPGLPJS"	"牙片感绿片加收"	"江北"	"4.39"	"检查"	"放射检查费"	
"2873"	"YHP"	"咬合片"	"江北"	"0.16"	"检查"	"放射检查费"	
"2874"	"YHPJKJP"	"咬合片进口胶片"	"江北"	"3.52"	"检查"	"放射检查费"	
"2875"	"ZQGZYSCJS"	"支气管造影双侧加收"	"江北"	"15.07"	"检查"	"放射检查费"	
"2876"	"RXDGZY"	"乳腺导管造影"	"江北"	"7.24"	"检查"	"放射检查费"	
"2877"	"RXDGZYSCJS"	"乳腺导管造影双侧加收"	"江北"	"18.2"	"检查"	"放射检查费"	
"2878"	"BGCDCZY"	"钡灌肠大肠造影"	"江北"	"1.4"	"检查"	"放射检查费"	
"2879"	"FMHCQZY"	"腹膜后充气造影"	"江北"	"51.2"	"检查"	"放射检查费"	
"2880"	"KFFDDZY"	"口服法胆道造影"	"江北"	"0.34"	"检查"	"放射检查费"	
"2881"	"JMDDZY"	"静脉胆道造影"	"江北"	"46.81"	"检查"	"放射检查费"	
"2882"	"JNJNXYDGZY(ERCP)"	"经内镜逆行胰胆管造影(ERCP)"	"江北"	"35.68"	"检查"	"放射检查费"	
"2883"	"JPJGDDZY(PTC)"	"经皮经肝胆道造影(PTC)"	"江北"	"44.46"	"检查"	"放射检查费"	
"2884"	"TGZY"	"T管造影"	"江北"	"70.17"	"检查"	"放射检查费"	
"2885"	"JMMNXZY"	"静脉泌尿系造影"	"江北"	"39.6"	"检查"	"放射检查费"	
"2886"	"NXMNXZY"	"逆行泌尿系造影"	"江北"	"65.2"	"检查"	"放射检查费"	
"2887"	"SYCCZY"	"肾盂穿刺造影"	"江北"	"63.45"	"检查"	"放射检查费"	
"2888"	"BZZY"	"膀胱造影"	"江北"	"3.1"	"检查"	"放射检查费"	
"2889"	"YJHMTZY"	"阴茎海绵体造影"	"江北"	"63"	"检查"	"放射检查费"	
"2890"	"SJGZY"	"输精管造影"	"江北"	"77"	"检查"	"放射检查费"	
"2891"	"ZGZY"	"子宫造影"	"江北"	"52.02"	"检查"	"放射检查费"	
"2892"	"ZGSLGDYZY"	"子宫输卵管碘油造影"	"江北"	"1.37"	"检查"	"放射检查费"	
"2893"	"SZLBGZY"	"四肢淋巴管造影"	"江北"	"47.68"	"检查"	"放射检查费"	
"2894"	"ZDJZGZY"	"窦道及瘘管造影"	"江北"	"25.52"	"检查"	"放射检查费"	
"2895"	"SZGJZY"	"四肢关节造影"	"江北"	"24.68"	"检查"	"放射检查费"	
"2896"	"7×17吋GLPJS"	"7×17吋感绿片加收"	"江北"	"0.66"	"检查"	"放射检查费"	
"2936"	"XXTSJCSYYXZQQHDSPJS"	"X线透视检查使用影像增强器或电视屏加收"	"江北"	"4.28"	"检查"	"放射检查费"	
"2937"	"PTTS"	"普通透视"	"江北"	"3.84"	"检查"	"放射检查费"	
"2938"	"PTTS(XB)"	"普通透视(胸部)"	"江北"	"22.95"	"检查"	"放射检查费"	
"2939"	"PTTS(FB)"	"普通透视(腹部)"	"江北"	"5.41"	"检查"	"放射检查费"	
"2940"	"PTTS(PQ)"	"普通透视(盆腔)"	"江北"	"5.92"	"检查"	"放射检查费"	
"2941"	"QMTCSY(ZQJSY)"	"曲面体层摄影(颌全景摄影)"	"江北"	"38.69"	"检查"	"放射检查费"	
"2942"	"TLDWCLSY"	"头颅定位测量摄影"	"江北"	"59.66"	"检查"	"放射检查费"	
"2943"	"YQYWDWSY"	"眼球异物定位摄影"	"江北"	"15.54"	"检查"	"放射检查费"	
"2944"	"YQYWDWSYZJFZDWQJS"	"眼球异物定位摄影增加放置定位器加收"	"江北"	"7.97"	"检查"	"放射检查费"	
"2989"	"XDQZL"	"协调器治疗"	""	"47.15"	"处置"	"其他治疗费"	
"2990"	"HXZL"	"后象治疗"	""	"5.52"	"处置"	"其他治疗费"	
"2991"	"QFCCS"	"前房穿刺术"	""	"21.17"	"处置"	"其他治疗费"	
"2992"	"FZ"	"浮针"	""	"10.84"	"处置"	"其他治疗费"	
"2993"	"QFCXS"	"前房冲洗术"	""	"15.88"	"处置"	"其他治疗费"	
"2994"	"QFZQS"	"前房注气术"	""	"22.92"	"处置"	"其他治疗费"	
"2995"	"MLMSQFYS"	"脉络膜上腔放液术"	""	"61.18"	"处置"	"其他治疗费"	
"2996"	"JMYWTCS"	"角膜异物剔除术"	""	"98.62"	"处置"	"其他治疗费"	
"2997"	"JMKYZLS"	"角膜溃疡灼烙术"	""	"1.63"	"处置"	"其他治疗费"	
"2998"	"YBLDZL"	"眼部冷冻治疗"	""	"22.97"	"处置"	"其他治疗费"	
"2999"	"YBLDZL（YXRYZ）"	"眼部冷冻治疗（炎性肉芽肿）"	""	"55.56"	"处置"	"其他治疗费"	
"3000"	"YBLDZL（XGL）"	"眼部冷冻治疗（X管瘤）"	""	"50.03"	"处置"	"其他治疗费"	
"3001"	"YBLDZL（QGY）"	"眼部冷冻治疗（青光眼）"	""	"49.63"	"处置"	"其他治疗费"	
"3002"	"YBLDZL（JMKY）"	"眼部冷冻治疗（角膜溃疡）"	""	"41.73"	"处置"	"其他治疗费"	
"3003"	"CRHYQASILCGDJZQZJZL"	"成人恒牙期安氏I类错固定矫治器正畸治疗"	""	"49.95"	"处置"	"其他治疗费"	
"3004"	"CRHYQYXASIILCGDJZQZL"	"成人恒牙期牙性安氏II类错固定矫治器治疗"	""	"21.51"	"处置"	"其他治疗费"	
"3005"	"HYQGXASIILCGDJZQBYZL"	"恒牙期骨性安氏II类错固定矫治器拔牙治疗"	""	"81.89"	"处置"	"其他治疗费"	
"3006"	"ZZGDYC"	"种植过渡义齿"	""	"14.27"	"处置"	"其他治疗费"	
"3007"	"ZZT-ZYSDSFZT"	"种植体-真牙栓道式附着体"	""	"19.7"	"处置"	"其他治疗费"	
"3008"	"ZZFGYC"	"种植覆盖义齿"	""	"2.86"	"处置"	"其他治疗费"	
"3009"	"QKGKSZZFGYC"	"全口杆卡式种植覆盖义齿"	""	"2.92"	"处置"	"其他治疗费"	
"3010"	"CFZSZZFGYC"	"磁附着式种植覆盖义齿"	""	"19.26"	"处置"	"其他治疗费"	
"3011"	"TTGZZFGYC"	"套筒冠种植覆盖义齿"	""	"19.27"	"处置"	"其他治疗费"	
"3012"	"QKGDZZYC"	"全口固定种植义齿"	""	"35.95"	"处置"	"其他治疗费"	
"3013"	"YMZFTZZXF"	"颜面赝复体种植修复"	""	"0.78"	"处置"	"其他治疗费"	
"3014"	"YQSZFTZZXF"	"眼缺损赝复体种植修复"	""	"4.51"	"处置"	"其他治疗费"	
"3015"	"ZXGXBLDBC"	"造X干细胞冷冻保存"	""	"6.27"	"处置"	"其他治疗费"	
"3016"	"ZXGXBLDBC(MTJS)"	"造X干细胞冷冻保存(每天加收)"	""	"9.53"	"处置"	"其他治疗费"	
"3017"	"ZXGXBLDBC(CG30TJS)"	"造X干细胞冷冻保存(超过30天加收)"	""	"18.86"	"处置"	"其他治疗费"	
"3018"	"BNZZBXCS"	"白内障针拨吸出术"	""	"8.25"	"处置"	"其他治疗费"	
"3019"	"BNZZBTCS"	"白内障针拨套出术"	""	"36.11"	"处置"	"其他治疗费"	
"3020"	"YJMN穴WZS"	"眼结膜囊穴位注射"	""	"1.82"	"处置"	"其他治疗费"	
"3021"	"XZDZL"	"小针刀治疗"	""	"23.39"	"处置"	"其他治疗费"	
"3022"	"HPBQXS"	"红皮病清消术"	""	"13.21"	"处置"	"其他治疗费"	
"3023"	"BTTLFZL"	"扁桃体烙法治疗"	""	"41.84"	"处置"	"其他治疗费"	
"3024"	"YXYLZL"	"药线引流治疗"	""	"18.99"	"处置"	"其他治疗费"	
"3025"	"EYZYCFZL"	"耳咽中药吹粉治疗"	""	"5.45"	"处置"	"其他治疗费"	
"3026"	"ZYYGRTFZL"	"中药硬膏热贴敷治疗"	""	"3.87"	"处置"	"其他治疗费"	
"3027"	"JLZL"	"浸蜡治疗"	""	"12.1"	"处置"	"其他治疗费"	
"3028"	"SLZL"	"刷蜡治疗"	""	"13.78"	"处置"	"其他治疗费"	
"3029"	"LFZL"	"蜡敷治疗"	""	"2.81"	"处置"	"其他治疗费"	
"3030"	"ZQYMBDCGDJZQZJZL"	"早期颜面不对称固定矫治器正畸治疗"	""	"15.09"	"处置"	"其他治疗费"	
"3031"	"ZZMXZB"	"种植模型制备"	""	"23.51"	"处置"	"其他治疗费"	
"3032"	"WKYD B"	"外科引导 板"	""	"14.72"	"处置"	"其他治疗费"	
"3033"	"ZLDZL"	"直流电治疗"	""	"2.38"	"处置"	"其他治疗费"	
"3034"	"DCZLDZL"	"单纯直流电治疗"	""	"25.81"	"处置"	"其他治疗费"	
"3035"	"ZLDYWLZDRZL"	"直流电药物离子导入治疗"	""	"9.73"	"处置"	"其他治疗费"	
"3036"	"ZLDSYZL"	"直流电水浴治疗"	""	"1.67"	"处置"	"其他治疗费"	
"3037"	"（D、S、SCY）ZLDZL"	"（单、双、四槽浴）直流电治疗"	""	"32.61"	"处置"	"其他治疗费"	
"3038"	"DHXLF"	"电化X疗法"	""	"34.45"	"处置"	"其他治疗费"	
"3039"	"DPMCDZL"	"低频脉冲电治疗"	""	"79.49"	"处置"	"其他治疗费"	
"3040"	"DPMCGYDZL"	"低频脉冲感应电治疗"	""	"8.52"	"处置"	"其他治疗费"	
"3041"	"DPMCSJJRDCJZL"	"低频脉冲神经肌肉电刺激治疗"	""	"13.09"	"处置"	"其他治疗费"	
"3042"	"DPMCJDDL"	"低频脉冲间动电疗"	""	"4.88"	"处置"	"其他治疗费"	
"3043"	"DPMCJPSJDCJZL"	"低频脉冲经皮神经电刺激治疗"	""	"5.11"	"处置"	"其他治疗费"	
